id,name,description,price,stock,category_id,image_url,brand,images,variants,tags,reviews,questions,faqs,size_chart,store_type,featured,colors
115,Produit Test 66,Description détaillée du produit test 66,974.60,0,2,https://picsum.photos/400/600?random=66,Puma,"{https://picsum.photos/400/600?random=66,https://picsum.photos/400/600?random=67}","[{""size"": ""M"", ""color"": ""Noir"", ""stock"": 37}, {""size"": ""L"", ""color"": ""Blanc"", ""stock"": 49}]","{sport,tendance,nouveau}","[{""user"": ""User66"", ""rating"": 4, ""comment"": ""Très bon produit!""}]","[{""answer"": ""Taille standard."", ""question"": ""Question sur la taille?""}]","[{""answer"": ""Lavage à 30°C"", ""question"": ""Comment laver?""}]","{""L"": ""42-44"", ""M"": ""40-42"", ""S"": ""38-40"", ""XL"": ""44-46"", ""XS"": ""36-38""}",sneakers,f,
116,Produit Test 67,Description détaillée du produit test 67,763.50,43,2,https://picsum.photos/400/600?random=67,Under Armour,"{https://picsum.photos/400/600?random=67,https://picsum.photos/400/600?random=68}","[{""size"": ""M"", ""color"": ""Noir"", ""stock"": 5}, {""size"": ""L"", ""color"": ""Blanc"", ""stock"": 27}]","{sport,tendance,nouveau}","[{""user"": ""User67"", ""rating"": 1, ""comment"": ""Très bon produit!""}]","[{""answer"": ""Taille standard."", ""question"": ""Question sur la taille?""}]","[{""answer"": ""Lavage à 30°C"", ""question"": ""Comment laver?""}]","{""L"": ""42-44"", ""M"": ""40-42"", ""S"": ""38-40"", ""XL"": ""44-46"", ""XS"": ""36-38""}",cpcompany,f,
117,Produit Test 68,Description détaillée du produit test 68,520.44,69,2,https://picsum.photos/400/600?random=68,Nike,"{https://picsum.photos/400/600?random=68,https://picsum.photos/400/600?random=69}","[{""size"": ""M"", ""color"": ""Noir"", ""stock"": 33}, {""size"": ""L"", ""color"": ""Blanc"", ""stock"": 34}]","{sport,tendance,nouveau}","[{""user"": ""User68"", ""rating"": 1, ""comment"": ""Très bon produit!""}]","[{""answer"": ""Taille standard."", ""question"": ""Question sur la taille?""}]","[{""answer"": ""Lavage à 30°C"", ""question"": ""Comment laver?""}]","{""L"": ""42-44"", ""M"": ""40-42"", ""S"": ""38-40"", ""XL"": ""44-46"", ""XS"": ""36-38""}",adult,f,
118,Produit Test 69,Description détaillée du produit test 69,959.63,58,2,https://picsum.photos/400/600?random=69,Adidas,"{https://picsum.photos/400/600?random=69,https://picsum.photos/400/600?random=70}","[{""size"": ""M"", ""color"": ""Noir"", ""stock"": 1}, {""size"": ""L"", ""color"": ""Blanc"", ""stock"": 14}]","{sport,tendance,nouveau}","[{""user"": ""User69"", ""rating"": 5, ""comment"": ""Très bon produit!""}]","[{""answer"": ""Taille standard."", ""question"": ""Question sur la taille?""}]","[{""answer"": ""Lavage à 30°C"", ""question"": ""Comment laver?""}]","{""L"": ""42-44"", ""M"": ""40-42"", ""S"": ""38-40"", ""XL"": ""44-46"", ""XS"": ""36-38""}",kids,f,
119,Produit Test 70,Description détaillée du produit test 70,378.05,32,2,https://picsum.photos/400/600?random=70,Puma,"{https://picsum.photos/400/600?random=70,https://picsum.photos/400/600?random=71}","[{""size"": ""M"", ""color"": ""Noir"", ""stock"": 30}, {""size"": ""L"", ""color"": ""Blanc"", ""stock"": 29}]","{sport,tendance,nouveau}","[{""user"": ""User70"", ""rating"": 5, ""comment"": ""Très bon produit!""}]","[{""answer"": ""Taille standard."", ""question"": ""Question sur la taille?""}]","[{""answer"": ""Lavage à 30°C"", ""question"": ""Comment laver?""}]","{""L"": ""42-44"", ""M"": ""40-42"", ""S"": ""38-40"", ""XL"": ""44-46"", ""XS"": ""36-38""}",sneakers,f,
120,Produit Test 71,Description détaillée du produit test 71,978.44,31,2,https://picsum.photos/400/600?random=71,Under Armour,"{https://picsum.photos/400/600?random=71,https://picsum.photos/400/600?random=72}","[{""size"": ""M"", ""color"": ""Noir"", ""stock"": 32}, {""size"": ""L"", ""color"": ""Blanc"", ""stock"": 11}]","{sport,tendance,nouveau}","[{""user"": ""User71"", ""rating"": 2, ""comment"": ""Très bon produit!""}]","[{""answer"": ""Taille standard."", ""question"": ""Question sur la taille?""}]","[{""answer"": ""Lavage à 30°C"", ""question"": ""Comment laver?""}]","{""L"": ""42-44"", ""M"": ""40-42"", ""S"": ""38-40"", ""XL"": ""44-46"", ""XS"": ""36-38""}",cpcompany,f,
121,Produit Test 72,Description détaillée du produit test 72,881.11,32,2,https://picsum.photos/400/600?random=72,Nike,"{https://picsum.photos/400/600?random=72,https://picsum.photos/400/600?random=73}","[{""size"": ""M"", ""color"": ""Noir"", ""stock"": 42}, {""size"": ""L"", ""color"": ""Blanc"", ""stock"": 22}]","{sport,tendance,nouveau}","[{""user"": ""User72"", ""rating"": 4, ""comment"": ""Très bon produit!""}]","[{""answer"": ""Taille standard."", ""question"": ""Question sur la taille?""}]","[{""answer"": ""Lavage à 30°C"", ""question"": ""Comment laver?""}]","{""L"": ""42-44"", ""M"": ""40-42"", ""S"": ""38-40"", ""XL"": ""44-46"", ""XS"": ""36-38""}",adult,f,
122,Produit Test 73,Description détaillée du produit test 73,881.35,2,2,https://picsum.photos/400/600?random=73,Adidas,"{https://picsum.photos/400/600?random=73,https://picsum.photos/400/600?random=74}","[{""size"": ""M"", ""color"": ""Noir"", ""stock"": 10}, {""size"": ""L"", ""color"": ""Blanc"", ""stock"": 35}]","{sport,tendance,nouveau}","[{""user"": ""User73"", ""rating"": 5, ""comment"": ""Très bon produit!""}]","[{""answer"": ""Taille standard."", ""question"": ""Question sur la taille?""}]","[{""answer"": ""Lavage à 30°C"", ""question"": ""Comment laver?""}]","{""L"": ""42-44"", ""M"": ""40-42"", ""S"": ""38-40"", ""XL"": ""44-46"", ""XS"": ""36-38""}",kids,f,
123,Produit Test 74,Description détaillée du produit test 74,286.39,38,2,https://picsum.photos/400/600?random=74,Puma,"{https://picsum.photos/400/600?random=74,https://picsum.photos/400/600?random=75}","[{""size"": ""M"", ""color"": ""Noir"", ""stock"": 8}, {""size"": ""L"", ""color"": ""Blanc"", ""stock"": 38}]","{sport,tendance,nouveau}","[{""user"": ""User74"", ""rating"": 4, ""comment"": ""Très bon produit!""}]","[{""answer"": ""Taille standard."", ""question"": ""Question sur la taille?""}]","[{""answer"": ""Lavage à 30°C"", ""question"": ""Comment laver?""}]","{""L"": ""42-44"", ""M"": ""40-42"", ""S"": ""38-40"", ""XL"": ""44-46"", ""XS"": ""36-38""}",sneakers,f,
124,Produit Test 75,Description détaillée du produit test 75,226.10,80,2,https://picsum.photos/400/600?random=75,Under Armour,"{https://picsum.photos/400/600?random=75,https://picsum.photos/400/600?random=76}","[{""size"": ""M"", ""color"": ""Noir"", ""stock"": 45}, {""size"": ""L"", ""color"": ""Blanc"", ""stock"": 30}]","{sport,tendance,nouveau}","[{""user"": ""User75"", ""rating"": 2, ""comment"": ""Très bon produit!""}]","[{""answer"": ""Taille standard."", ""question"": ""Question sur la taille?""}]","[{""answer"": ""Lavage à 30°C"", ""question"": ""Comment laver?""}]","{""L"": ""42-44"", ""M"": ""40-42"", ""S"": ""38-40"", ""XL"": ""44-46"", ""XS"": ""36-38""}",cpcompany,f,
125,Produit Test 76,Description détaillée du produit test 76,148.65,2,2,https://picsum.photos/400/600?random=76,Nike,"{https://picsum.photos/400/600?random=76,https://picsum.photos/400/600?random=77}","[{""size"": ""M"", ""color"": ""Noir"", ""stock"": 20}, {""size"": ""L"", ""color"": ""Blanc"", ""stock"": 25}]","{sport,tendance,nouveau}","[{""user"": ""User76"", ""rating"": 5, ""comment"": ""Très bon produit!""}]","[{""answer"": ""Taille standard."", ""question"": ""Question sur la taille?""}]","[{""answer"": ""Lavage à 30°C"", ""question"": ""Comment laver?""}]","{""L"": ""42-44"", ""M"": ""40-42"", ""S"": ""38-40"", ""XL"": ""44-46"", ""XS"": ""36-38""}",adult,f,
126,Produit Test 77,Description détaillée du produit test 77,263.15,20,2,https://picsum.photos/400/600?random=77,Adidas,"{https://picsum.photos/400/600?random=77,https://picsum.photos/400/600?random=78}","[{""size"": ""M"", ""color"": ""Noir"", ""stock"": 20}, {""size"": ""L"", ""color"": ""Blanc"", ""stock"": 5}]","{sport,tendance,nouveau}","[{""user"": ""User77"", ""rating"": 3, ""comment"": ""Très bon produit!""}]","[{""answer"": ""Taille standard."", ""question"": ""Question sur la taille?""}]","[{""answer"": ""Lavage à 30°C"", ""question"": ""Comment laver?""}]","{""L"": ""42-44"", ""M"": ""40-42"", ""S"": ""38-40"", ""XL"": ""44-46"", ""XS"": ""36-38""}",kids,f,
127,Produit Test 78,Description détaillée du produit test 78,923.71,50,2,https://picsum.photos/400/600?random=78,Puma,"{https://picsum.photos/400/600?random=78,https://picsum.photos/400/600?random=79}","[{""size"": ""M"", ""color"": ""Noir"", ""stock"": 8}, {""size"": ""L"", ""color"": ""Blanc"", ""stock"": 47}]","{sport,tendance,nouveau}","[{""user"": ""User78"", ""rating"": 5, ""comment"": ""Très bon produit!""}]","[{""answer"": ""Taille standard."", ""question"": ""Question sur la taille?""}]","[{""answer"": ""Lavage à 30°C"", ""question"": ""Comment laver?""}]","{""L"": ""42-44"", ""M"": ""40-42"", ""S"": ""38-40"", ""XL"": ""44-46"", ""XS"": ""36-38""}",sneakers,f,
128,Produit Test 79,Description détaillée du produit test 79,237.29,1,2,https://picsum.photos/400/600?random=79,Under Armour,"{https://picsum.photos/400/600?random=79,https://picsum.photos/400/600?random=80}","[{""size"": ""M"", ""color"": ""Noir"", ""stock"": 6}, {""size"": ""L"", ""color"": ""Blanc"", ""stock"": 35}]","{sport,tendance,nouveau}","[{""user"": ""User79"", ""rating"": 2, ""comment"": ""Très bon produit!""}]","[{""answer"": ""Taille standard."", ""question"": ""Question sur la taille?""}]","[{""answer"": ""Lavage à 30°C"", ""question"": ""Comment laver?""}]","{""L"": ""42-44"", ""M"": ""40-42"", ""S"": ""38-40"", ""XL"": ""44-46"", ""XS"": ""36-38""}",cpcompany,f,
129,Produit Test 80,Description détaillée du produit test 80,243.01,88,2,https://picsum.photos/400/600?random=80,Nike,"{https://picsum.photos/400/600?random=80,https://picsum.photos/400/600?random=81}","[{""size"": ""M"", ""color"": ""Noir"", ""stock"": 12}, {""size"": ""L"", ""color"": ""Blanc"", ""stock"": 48}]","{sport,tendance,nouveau}","[{""user"": ""User80"", ""rating"": 2, ""comment"": ""Très bon produit!""}]","[{""answer"": ""Taille standard."", ""question"": ""Question sur la taille?""}]","[{""answer"": ""Lavage à 30°C"", ""question"": ""Comment laver?""}]","{""L"": ""42-44"", ""M"": ""40-42"", ""S"": ""38-40"", ""XL"": ""44-46"", ""XS"": ""36-38""}",adult,f,
130,Produit Test 81,Description détaillée du produit test 81,825.18,96,2,https://picsum.photos/400/600?random=81,Adidas,"{https://picsum.photos/400/600?random=81,https://picsum.photos/400/600?random=82}","[{""size"": ""M"", ""color"": ""Noir"", ""stock"": 1}, {""size"": ""L"", ""color"": ""Blanc"", ""stock"": 32}]","{sport,tendance,nouveau}","[{""user"": ""User81"", ""rating"": 5, ""comment"": ""Très bon produit!""}]","[{""answer"": ""Taille standard."", ""question"": ""Question sur la taille?""}]","[{""answer"": ""Lavage à 30°C"", ""question"": ""Comment laver?""}]","{""L"": ""42-44"", ""M"": ""40-42"", ""S"": ""38-40"", ""XL"": ""44-46"", ""XS"": ""36-38""}",kids,f,
131,Produit Test 82,Description détaillée du produit test 82,879.01,4,2,https://picsum.photos/400/600?random=82,Puma,"{https://picsum.photos/400/600?random=82,https://picsum.photos/400/600?random=83}","[{""size"": ""M"", ""color"": ""Noir"", ""stock"": 39}, {""size"": ""L"", ""color"": ""Blanc"", ""stock"": 12}]","{sport,tendance,nouveau}","[{""user"": ""User82"", ""rating"": 1, ""comment"": ""Très bon produit!""}]","[{""answer"": ""Taille standard."", ""question"": ""Question sur la taille?""}]","[{""answer"": ""Lavage à 30°C"", ""question"": ""Comment laver?""}]","{""L"": ""42-44"", ""M"": ""40-42"", ""S"": ""38-40"", ""XL"": ""44-46"", ""XS"": ""36-38""}",sneakers,f,
132,Produit Test 83,Description détaillée du produit test 83,426.16,38,2,https://picsum.photos/400/600?random=83,Under Armour,"{https://picsum.photos/400/600?random=83,https://picsum.photos/400/600?random=84}","[{""size"": ""M"", ""color"": ""Noir"", ""stock"": 17}, {""size"": ""L"", ""color"": ""Blanc"", ""stock"": 39}]","{sport,tendance,nouveau}","[{""user"": ""User83"", ""rating"": 1, ""comment"": ""Très bon produit!""}]","[{""answer"": ""Taille standard."", ""question"": ""Question sur la taille?""}]","[{""answer"": ""Lavage à 30°C"", ""question"": ""Comment laver?""}]","{""L"": ""42-44"", ""M"": ""40-42"", ""S"": ""38-40"", ""XL"": ""44-46"", ""XS"": ""36-38""}",cpcompany,f,
133,Produit Test 84,Description détaillée du produit test 84,486.03,45,2,https://picsum.photos/400/600?random=84,Nike,"{https://picsum.photos/400/600?random=84,https://picsum.photos/400/600?random=85}","[{""size"": ""M"", ""color"": ""Noir"", ""stock"": 21}, {""size"": ""L"", ""color"": ""Blanc"", ""stock"": 2}]","{sport,tendance,nouveau}","[{""user"": ""User84"", ""rating"": 1, ""comment"": ""Très bon produit!""}]","[{""answer"": ""Taille standard."", ""question"": ""Question sur la taille?""}]","[{""answer"": ""Lavage à 30°C"", ""question"": ""Comment laver?""}]","{""L"": ""42-44"", ""M"": ""40-42"", ""S"": ""38-40"", ""XL"": ""44-46"", ""XS"": ""36-38""}",adult,f,
134,Produit Test 85,Description détaillée du produit test 85,323.27,9,2,https://picsum.photos/400/600?random=85,Adidas,"{https://picsum.photos/400/600?random=85,https://picsum.photos/400/600?random=86}","[{""size"": ""M"", ""color"": ""Noir"", ""stock"": 31}, {""size"": ""L"", ""color"": ""Blanc"", ""stock"": 32}]","{sport,tendance,nouveau}","[{""user"": ""User85"", ""rating"": 2, ""comment"": ""Très bon produit!""}]","[{""answer"": ""Taille standard."", ""question"": ""Question sur la taille?""}]","[{""answer"": ""Lavage à 30°C"", ""question"": ""Comment laver?""}]","{""L"": ""42-44"", ""M"": ""40-42"", ""S"": ""38-40"", ""XL"": ""44-46"", ""XS"": ""36-38""}",kids,f,
135,Produit Test 86,Description détaillée du produit test 86,602.46,22,2,https://picsum.photos/400/600?random=86,Puma,"{https://picsum.photos/400/600?random=86,https://picsum.photos/400/600?random=87}","[{""size"": ""M"", ""color"": ""Noir"", ""stock"": 10}, {""size"": ""L"", ""color"": ""Blanc"", ""stock"": 22}]","{sport,tendance,nouveau}","[{""user"": ""User86"", ""rating"": 1, ""comment"": ""Très bon produit!""}]","[{""answer"": ""Taille standard."", ""question"": ""Question sur la taille?""}]","[{""answer"": ""Lavage à 30°C"", ""question"": ""Comment laver?""}]","{""L"": ""42-44"", ""M"": ""40-42"", ""S"": ""38-40"", ""XL"": ""44-46"", ""XS"": ""36-38""}",sneakers,f,
136,Produit Test 87,Description détaillée du produit test 87,694.99,33,2,https://picsum.photos/400/600?random=87,Under Armour,"{https://picsum.photos/400/600?random=87,https://picsum.photos/400/600?random=88}","[{""size"": ""M"", ""color"": ""Noir"", ""stock"": 5}, {""size"": ""L"", ""color"": ""Blanc"", ""stock"": 12}]","{sport,tendance,nouveau}","[{""user"": ""User87"", ""rating"": 3, ""comment"": ""Très bon produit!""}]","[{""answer"": ""Taille standard."", ""question"": ""Question sur la taille?""}]","[{""answer"": ""Lavage à 30°C"", ""question"": ""Comment laver?""}]","{""L"": ""42-44"", ""M"": ""40-42"", ""S"": ""38-40"", ""XL"": ""44-46"", ""XS"": ""36-38""}",cpcompany,f,
137,Produit Test 88,Description détaillée du produit test 88,838.65,56,2,https://picsum.photos/400/600?random=88,Nike,"{https://picsum.photos/400/600?random=88,https://picsum.photos/400/600?random=89}","[{""size"": ""M"", ""color"": ""Noir"", ""stock"": 31}, {""size"": ""L"", ""color"": ""Blanc"", ""stock"": 1}]","{sport,tendance,nouveau}","[{""user"": ""User88"", ""rating"": 5, ""comment"": ""Très bon produit!""}]","[{""answer"": ""Taille standard."", ""question"": ""Question sur la taille?""}]","[{""answer"": ""Lavage à 30°C"", ""question"": ""Comment laver?""}]","{""L"": ""42-44"", ""M"": ""40-42"", ""S"": ""38-40"", ""XL"": ""44-46"", ""XS"": ""36-38""}",adult,f,
138,Produit Test 89,Description détaillée du produit test 89,195.56,16,2,https://picsum.photos/400/600?random=89,Adidas,"{https://picsum.photos/400/600?random=89,https://picsum.photos/400/600?random=90}","[{""size"": ""M"", ""color"": ""Noir"", ""stock"": 32}, {""size"": ""L"", ""color"": ""Blanc"", ""stock"": 47}]","{sport,tendance,nouveau}","[{""user"": ""User89"", ""rating"": 1, ""comment"": ""Très bon produit!""}]","[{""answer"": ""Taille standard."", ""question"": ""Question sur la taille?""}]","[{""answer"": ""Lavage à 30°C"", ""question"": ""Comment laver?""}]","{""L"": ""42-44"", ""M"": ""40-42"", ""S"": ""38-40"", ""XL"": ""44-46"", ""XS"": ""36-38""}",kids,f,
139,Produit Test 90,Description détaillée du produit test 90,51.61,90,2,https://picsum.photos/400/600?random=90,Puma,"{https://picsum.photos/400/600?random=90,https://picsum.photos/400/600?random=91}","[{""size"": ""M"", ""color"": ""Noir"", ""stock"": 16}, {""size"": ""L"", ""color"": ""Blanc"", ""stock"": 37}]","{sport,tendance,nouveau}","[{""user"": ""User90"", ""rating"": 3, ""comment"": ""Très bon produit!""}]","[{""answer"": ""Taille standard."", ""question"": ""Question sur la taille?""}]","[{""answer"": ""Lavage à 30°C"", ""question"": ""Comment laver?""}]","{""L"": ""42-44"", ""M"": ""40-42"", ""S"": ""38-40"", ""XL"": ""44-46"", ""XS"": ""36-38""}",sneakers,f,
140,Produit Test 91,Description détaillée du produit test 91,184.47,94,2,https://picsum.photos/400/600?random=91,Under Armour,"{https://picsum.photos/400/600?random=91,https://picsum.photos/400/600?random=92}","[{""size"": ""M"", ""color"": ""Noir"", ""stock"": 6}, {""size"": ""L"", ""color"": ""Blanc"", ""stock"": 36}]","{sport,tendance,nouveau}","[{""user"": ""User91"", ""rating"": 3, ""comment"": ""Très bon produit!""}]","[{""answer"": ""Taille standard."", ""question"": ""Question sur la taille?""}]","[{""answer"": ""Lavage à 30°C"", ""question"": ""Comment laver?""}]","{""L"": ""42-44"", ""M"": ""40-42"", ""S"": ""38-40"", ""XL"": ""44-46"", ""XS"": ""36-38""}",cpcompany,f,
141,Produit Test 92,Description détaillée du produit test 92,925.28,83,2,https://picsum.photos/400/600?random=92,Nike,"{https://picsum.photos/400/600?random=92,https://picsum.photos/400/600?random=93}","[{""size"": ""M"", ""color"": ""Noir"", ""stock"": 0}, {""size"": ""L"", ""color"": ""Blanc"", ""stock"": 49}]","{sport,tendance,nouveau}","[{""user"": ""User92"", ""rating"": 5, ""comment"": ""Très bon produit!""}]","[{""answer"": ""Taille standard."", ""question"": ""Question sur la taille?""}]","[{""answer"": ""Lavage à 30°C"", ""question"": ""Comment laver?""}]","{""L"": ""42-44"", ""M"": ""40-42"", ""S"": ""38-40"", ""XL"": ""44-46"", ""XS"": ""36-38""}",adult,f,
142,Produit Test 93,Description détaillée du produit test 93,683.98,14,2,https://picsum.photos/400/600?random=93,Adidas,"{https://picsum.photos/400/600?random=93,https://picsum.photos/400/600?random=94}","[{""size"": ""M"", ""color"": ""Noir"", ""stock"": 30}, {""size"": ""L"", ""color"": ""Blanc"", ""stock"": 1}]","{sport,tendance,nouveau}","[{""user"": ""User93"", ""rating"": 3, ""comment"": ""Très bon produit!""}]","[{""answer"": ""Taille standard."", ""question"": ""Question sur la taille?""}]","[{""answer"": ""Lavage à 30°C"", ""question"": ""Comment laver?""}]","{""L"": ""42-44"", ""M"": ""40-42"", ""S"": ""38-40"", ""XL"": ""44-46"", ""XS"": ""36-38""}",kids,f,
143,Produit Test 94,Description détaillée du produit test 94,750.04,39,2,https://picsum.photos/400/600?random=94,Puma,"{https://picsum.photos/400/600?random=94,https://picsum.photos/400/600?random=95}","[{""size"": ""M"", ""color"": ""Noir"", ""stock"": 29}, {""size"": ""L"", ""color"": ""Blanc"", ""stock"": 23}]","{sport,tendance,nouveau}","[{""user"": ""User94"", ""rating"": 4, ""comment"": ""Très bon produit!""}]","[{""answer"": ""Taille standard."", ""question"": ""Question sur la taille?""}]","[{""answer"": ""Lavage à 30°C"", ""question"": ""Comment laver?""}]","{""L"": ""42-44"", ""M"": ""40-42"", ""S"": ""38-40"", ""XL"": ""44-46"", ""XS"": ""36-38""}",sneakers,f,
144,Produit Test 95,Description détaillée du produit test 95,866.86,29,2,https://picsum.photos/400/600?random=95,Under Armour,"{https://picsum.photos/400/600?random=95,https://picsum.photos/400/600?random=96}","[{""size"": ""M"", ""color"": ""Noir"", ""stock"": 49}, {""size"": ""L"", ""color"": ""Blanc"", ""stock"": 42}]","{sport,tendance,nouveau}","[{""user"": ""User95"", ""rating"": 3, ""comment"": ""Très bon produit!""}]","[{""answer"": ""Taille standard."", ""question"": ""Question sur la taille?""}]","[{""answer"": ""Lavage à 30°C"", ""question"": ""Comment laver?""}]","{""L"": ""42-44"", ""M"": ""40-42"", ""S"": ""38-40"", ""XL"": ""44-46"", ""XS"": ""36-38""}",cpcompany,f,
145,Produit Test 96,Description détaillée du produit test 96,355.49,42,2,https://picsum.photos/400/600?random=96,Nike,"{https://picsum.photos/400/600?random=96,https://picsum.photos/400/600?random=97}","[{""size"": ""M"", ""color"": ""Noir"", ""stock"": 28}, {""size"": ""L"", ""color"": ""Blanc"", ""stock"": 19}]","{sport,tendance,nouveau}","[{""user"": ""User96"", ""rating"": 4, ""comment"": ""Très bon produit!""}]","[{""answer"": ""Taille standard."", ""question"": ""Question sur la taille?""}]","[{""answer"": ""Lavage à 30°C"", ""question"": ""Comment laver?""}]","{""L"": ""42-44"", ""M"": ""40-42"", ""S"": ""38-40"", ""XL"": ""44-46"", ""XS"": ""36-38""}",adult,f,
146,Produit Test 97,Description détaillée du produit test 97,600.30,44,2,https://picsum.photos/400/600?random=97,Adidas,"{https://picsum.photos/400/600?random=97,https://picsum.photos/400/600?random=98}","[{""size"": ""M"", ""color"": ""Noir"", ""stock"": 45}, {""size"": ""L"", ""color"": ""Blanc"", ""stock"": 29}]","{sport,tendance,nouveau}","[{""user"": ""User97"", ""rating"": 2, ""comment"": ""Très bon produit!""}]","[{""answer"": ""Taille standard."", ""question"": ""Question sur la taille?""}]","[{""answer"": ""Lavage à 30°C"", ""question"": ""Comment laver?""}]","{""L"": ""42-44"", ""M"": ""40-42"", ""S"": ""38-40"", ""XL"": ""44-46"", ""XS"": ""36-38""}",kids,f,
147,Produit Test 98,Description détaillée du produit test 98,313.86,51,2,https://picsum.photos/400/600?random=98,Puma,"{https://picsum.photos/400/600?random=98,https://picsum.photos/400/600?random=99}","[{""size"": ""M"", ""color"": ""Noir"", ""stock"": 5}, {""size"": ""L"", ""color"": ""Blanc"", ""stock"": 46}]","{sport,tendance,nouveau}","[{""user"": ""User98"", ""rating"": 1, ""comment"": ""Très bon produit!""}]","[{""answer"": ""Taille standard."", ""question"": ""Question sur la taille?""}]","[{""answer"": ""Lavage à 30°C"", ""question"": ""Comment laver?""}]","{""L"": ""42-44"", ""M"": ""40-42"", ""S"": ""38-40"", ""XL"": ""44-46"", ""XS"": ""36-38""}",sneakers,f,
148,Produit Test 99,Description détaillée du produit test 99,678.58,40,2,https://picsum.photos/400/600?random=99,Under Armour,"{https://picsum.photos/400/600?random=99,https://picsum.photos/400/600?random=100}","[{""size"": ""M"", ""color"": ""Noir"", ""stock"": 1}, {""size"": ""L"", ""color"": ""Blanc"", ""stock"": 16}]","{sport,tendance,nouveau}","[{""user"": ""User99"", ""rating"": 2, ""comment"": ""Très bon produit!""}]","[{""answer"": ""Taille standard."", ""question"": ""Question sur la taille?""}]","[{""answer"": ""Lavage à 30°C"", ""question"": ""Comment laver?""}]","{""L"": ""42-44"", ""M"": ""40-42"", ""S"": ""38-40"", ""XL"": ""44-46"", ""XS"": ""36-38""}",cpcompany,f,
149,Produit Test 100,Description détaillée du produit test 100,859.10,12,2,https://picsum.photos/400/600?random=100,Nike,"{https://picsum.photos/400/600?random=100,https://picsum.photos/400/600?random=101}","[{""size"": ""M"", ""color"": ""Noir"", ""stock"": 1}, {""size"": ""L"", ""color"": ""Blanc"", ""stock"": 49}]","{sport,tendance,nouveau}","[{""user"": ""User100"", ""rating"": 3, ""comment"": ""Très bon produit!""}]","[{""answer"": ""Taille standard."", ""question"": ""Question sur la taille?""}]","[{""answer"": ""Lavage à 30°C"", ""question"": ""Comment laver?""}]","{""L"": ""42-44"", ""M"": ""40-42"", ""S"": ""38-40"", ""XL"": ""44-46"", ""XS"": ""36-38""}",adult,f,
