id,name,description,price,category_id,brand,image_url,images,variants,tags,details,store_type,featured,created_at,brand_id,sku,active,new,_actiontype,store_reference,material,weight,dimensions,rating,reviews_count
57,Mercer The Re-Run Vintage,Ce n'est pas pour rien qu'on l'appelle vintage ; la semelle jaunie crée un look et une ambiance qui s'accordent parfaitement avec notre marque. On dirait que vous les avez trouvées des années plus tard dans le placard de votre père.,175.00,20,MERCER,,{},"[{""size"": ""40"", ""color"": ""White Red"", ""stock"": 1}, {""size"": ""41"", ""color"": ""White Red"", ""stock"": 2}, {""size"": ""42"", ""color"": ""White Red"", ""stock"": 3}, {""size"": ""43"", ""color"": ""White Red"", ""stock"": 4}, {""size"": ""44"", ""color"": ""White Red"", ""stock"": 3}, {""size"": ""45"", ""color"": ""White Red"", ""stock"": 2}, {""size"": ""46"", ""color"": ""White Red"", ""stock"": 1}]","{chaussures,sneakers,mercer,copenhagen}","{""Semelle extérieure : EVA + caoutchouc recyclé"",""Tige : cuir recyclé GRS, PU recyclé GRS et mesh recyclé GRS"",""Semelle intérieure recyclée et semelle de montage recyclée"",""Doublure en mesh recyclé""}",sneakers,t,2025-04-14 00:00:00+00,32,MERCER-COP-3,t,t,,ME251001/153,,,,,0
72,Mercer The Re-Run Dot,"Faut-il vraiment en dire plus ? La Re-Run Dot présente une tige en PU recyclé imprimée d’un motif à pois, montée sur notre semelle classique Re-Run en blanc cassé. Probablement notre modèle le plus commenté de la saison.",180.00,20,MERCER,,{},"[{""size"": ""EU 41"", ""color"": ""Argent"", ""stock"": 0}, {""size"": ""EU 42"", ""color"": ""Argent"", ""stock"": 2}, {""size"": ""EU 43"", ""color"": ""Argent"", ""stock"": 3}, {""size"": ""EU 44"", ""color"": ""Argent"", ""stock"": 2}, {""size"": ""EU 45"", ""color"": ""Argent"", ""stock"": 1}]","{chaussures,sneakers,mercer,helsinki}","{""Semelle extérieure : EVA + caoutchouc recyclé"",""Tige : cuir recyclé GRS, PU recyclé GRS et mesh recyclé GRS"",""Semelle intérieure recyclée et semelle de montage recyclée"",""Doublure en mesh recyclé""}",sneakers,t,2025-04-14 00:00:00+00,32,MERCER-HEL-8,t,t,,ME251008/981,,,,,0
90,Off White Be Right Back - Femme,"Les baskets Be Right Back incarnent l'esthétique running haute performance dans une silhouette décontractée. Confectionnées en mesh et cuir synthétique, elles arborent de nombreux éléments signature de la marque et un design dynamique à flèches.",200.00,20,OFF WHITE,"",{},"[{""size"": ""EU 36"", ""color"": ""Blanc"", ""stock"": 1}, {""size"": ""EU 37"", ""color"": ""Blanc"", ""stock"": 2}, {""size"": ""EU 38"", ""color"": ""Blanc"", ""stock"": 2}]",{},"{""Matière : EXTÉRIEUR : Cuir artificiel 18 %"",""SEMELLE : Caoutchouc 100 %"",""Polyester 100 %"",""EXTÉRIEUR : Polyester 26 %"",""EXTÉRIEUR : Polyuréthane 56 %""}",sneakers,f,2025-04-18 14:04:14.995349+00,9,BERIGHTW/WH,t,f,,BERIGHTW/WH,,,,,0
75,The Re-Run Speed - Femme,"La Re-Run est fabriquée à partir de matériaux recyclés selon la norme de certification GRS. Elle garantit des textiles et des cuirs recyclés avec des critères environnementaux et sociaux supplémentaires. De plus, elle est extrêmement légère et flexible, idéale pour une utilisation quotidienne.",200.00,20,MERCER,"",{},"[{""size"": ""EU 36"", ""color"": ""Gold"", ""stock"": 1}, {""size"": ""EU 37"", ""color"": ""Gold"", ""stock"": 2}, {""size"": ""EU 38"", ""color"": ""Gold"", ""stock"": 3}, {""size"": ""EU 39"", ""color"": ""Gold"", ""stock"": 3}, {""size"": ""EU 40"", ""color"": ""Gold"", ""stock"": 2}, {""size"": ""EU 41"", ""color"": ""Gold"", ""stock"": 1}]","{chaussures,femme,mercer}","{""Semelle extérieure : EVA + caoutchouc recyclé"",""Tige : PU recyclé GRS et mesh recyclé GRS"",""Semelle intérieure recyclée et semelle de montage recyclée"",""Doublure en mesh recyclé""}",sneakers,f,2025-04-18 09:35:10.507085+00,32,WE241003/997,t,f,,WE241003/997,,,,,0
55,MERCER RE-RUN SPEED GOLD,"La Re-Run est fabriquée à partir de matériaux recyclés selon la norme de certification GRS. Elle garantit des textiles et des cuirs recyclés avec des critères environnementaux et sociaux supplémentaires. De plus, elle est extrêmement légère et flexible, idéale pour une utilisation quotidienne.",165.00,20,MERCER,https://res.cloudinary.com/dxen69pdo/image/upload/v1748199642/reboul-store/rerun_mercer_gold_rcrcjm.jpg,{https://res.cloudinary.com/dxen69pdo/image/upload/v1748199642/reboul-store/rerun_mercer_gold_rcrcjm.jpg},"[{""size"": ""41"", ""color"": ""Gold"", ""stock"": 1}, {""size"": ""42"", ""color"": ""Gold"", ""stock"": 2}, {""size"": ""43"", ""color"": ""Gold"", ""stock"": 4}, {""size"": ""44"", ""color"": ""Gold"", ""stock"": 4}, {""size"": ""45"", ""color"": ""Gold"", ""stock"": 2}, {""size"": ""46"", ""color"": ""Gold"", ""stock"": 1}]","{chaussures,sneakers,mercer,amsterdam}","{""Semelle extérieure : EVA + caoutchouc recyclé"",""Tige : cuir recyclé GRS, PU recyclé GRS et mesh recyclé GRS"",""Semelle intérieure recyclée et semelle de montage recyclée"",""Doublure en mesh recyclé""}",sneakers,t,2025-04-14 00:00:00+00,32,MERCER-AMS-1,t,t,,ME241003/997,,,,,0
91,Off-White Out Of Office,"Hybride entre streetwear, basket et running, fortement influencé par la sous-culture des années 90, les baskets Out Of Office de cette saison reprennent les couleurs de l'héritage sportif emblématique américain. Elles sont dotées d'une tige en cuir de veau et d'une semelle en caoutchouc.",200.00,20,OFF WHITE,"",{},"[{""size"": ""EU 40"", ""color"": ""Blanc"", ""stock"": 1}, {""size"": ""EU 41"", ""color"": ""Blanc"", ""stock"": 1}, {""size"": ""EU 42"", ""color"": ""Blanc"", ""stock"": 1}, {""size"": ""EU 43"", ""color"": ""Blanc"", ""stock"": 1}]",{},{},sneakers,f,2025-04-18 14:04:17.94799+00,9,OUTOFFICE/WHIT,t,f,,OUTOFFICE/WHIT,,,,,0
98,Area Lo Sneaker,"Inspirée des styles de basket-ball vintage, l'Area Lo Sneaker est fabriquée à la main à partir de cuir et daim certifiés LWG, ainsi que de polyester recyclé. Agrémenté du logo Arigato, ce modèle possède des semelles en caoutchouc expansé moulées sur mesure avec des rainures angulaires.",200.00,20,Axel Arigato,"",{},"[{""size"": ""EU 39"", ""color"": ""Crème"", ""stock"": 1}, {""size"": ""EU 41"", ""color"": ""Crème"", ""stock"": 1}, {""size"": ""EU 42"", ""color"": ""Crème"", ""stock"": 1}, {""size"": ""EU 43"", ""color"": ""Crème"", ""stock"": 1}, {""size"": ""EU 44"", ""color"": ""Crème"", ""stock"": 1}]",{},"{""Dessus : 80% cuir / daim + 20% polyester recyclé"",""Doublure : 90% polyester recyclé + 10% PU"",""Semelle : 100% TR, avec clip talon TPU ; hauteur 37mm"",""Taille européenne"",""Logo estampillé en métal doré"",""Étiquette de la marque tissée sur la languette"",""Lacets plats en coton"",""Sac à poussière de marque en polyester recyclé"",""Emballage responsable"",""Fabriqué à la main au Portugal""}",sneakers,f,2025-04-20 15:46:04.376328+00,6,AREALO/CREME,t,f,,AREALO/CREME,,,,,0
42,"Asics GEL-NYC ""Black""","Plongez dans l'ère moderne avec la Asics Gel-NYC, une sneaker qui réinvente le quotidien ! Adoptez une allure tendance avec son coloris gris/noir, tout en bénéficiant du confort légendaire de la technologie GEL. Un choix parfait pour les amoureux de la culture sneaker.",0.00,20,ASICS,  ,{},"[{""size"": ""EU 41.5"", ""color"": ""Noir"", ""stock"": 2}, {""size"": ""EU 42"", ""color"": ""Noir"", ""stock"": 2}, {""size"": ""EU 43.5"", ""color"": ""Noir"", ""stock"": 1}, {""size"": ""EU 44"", ""color"": ""Noir"", ""stock"": 1}]","{asics,japanese,tiger,sportswear,heritage,running,comfort,quality,gel,sneakers,performance}","{""Chaussure ASICS avec technologie GEL™ signature de la marque"",""Conçue avec l'expertise running japonaise d'ASICS"",""Équilibre parfait entre performance technique et esthétique lifestyle"",""Amorti adapté pour un confort quotidien optimal"",""Construction durable fidèle à la réputation de qualité ASICS"",""Semelle en caoutchouc pour adhérence sur toutes les surfaces"",""Design intemporel inspiré de l'héritage sportif de la marque""}",sneakers,f,,37,AS001,t,f,  , nyc_black ,  ,,  ,,0
68,Mercer The Re-Run Vintage Suede,Ce n'est pas pour rien qu'on l'appelle vintage ; la semelle jaunie crée un look et une ambiance qui s'accordent parfaitement avec notre marque. On dirait que vous les avez trouvées des années plus tard dans le placard de votre père.,185.00,20,MERCER,,{},"[{""size"": ""42"", ""color"": ""Rose"", ""stock"": 1}, {""size"": ""43"", ""color"": ""Rose"", ""stock"": 2}, {""size"": ""44"", ""color"": ""Rose"", ""stock"": 2}, {""size"": ""45"", ""color"": ""Rose"", ""stock"": 1}]","{chaussures,sneakers,mercer,vintage,suede}","{""Semelle extérieure : EVA + caoutchouc recyclé"",""Tige : cuir recyclé GRS, PU recyclé GRS et mesh recyclé GRS"",""Semelle intérieure recyclée et semelle de montage recyclée"",""Doublure en mesh recyclé""}",sneakers,f,2025-04-14 00:00:00+00,32,MERCER-DUB-4,t,t,,ME251002/350,,,,,0
99,Areapatch Sneaker,"Issue de la collection Area, le modèle Area Haze Sneaker est fabriqué à la main dans un mélange de cuir certifié LWG, de TPU et de polyester recyclé. Doté du logo « Arigato » et de spoilers au niveau du talon, ce modèle possède des semelles en caoutchouc expansé moulées sur mesure avec des rainures angulaires.",200.00,20,Axel Arigato,"",{},"[{""size"": ""EU 40"", ""color"": ""Beige"", ""stock"": 1}, {""size"": ""EU 41"", ""color"": ""Beige"", ""stock"": 1}, {""size"": ""EU 42"", ""color"": ""Beige"", ""stock"": 1}, {""size"": ""EU 43"", ""color"": ""Beige"", ""stock"": 1}, {""size"": ""EU 44"", ""color"": ""Beige"", ""stock"": 1}, {""size"": ""EU 45"", ""color"": ""Beige"", ""stock"": 1}]",{},"{""Tige : 56 % cuir + 44 % polyester"",""Doublure : 85 % polyester recyclé + 15 % polyuréthane"",""Semelle : 100% TR, avec clip talon TPU ; hauteur 37mm"",""Taille européenne"",""Étiquette de la marque tissée sur la languette"",""Broderie décorative"",""Sac à poussière de marque en polyester recyclé"",""Emballage responsable"",""Fabriqué à la main au Portugal""}",sneakers,f,2025-04-20 15:46:08.093357+00,6,AREAPATCH/BEIGE,t,f,,AREAPATCH/BEIGE,,,,,0
92,Maillot de bain Off White,"",200.00,24,OFF-WHITE,"",{},"[{""size"": ""M"", ""color"": ""Noir"", ""stock"": 1}, {""size"": ""S"", ""color"": ""Noir"", ""stock"": 1}, {""size"": ""XL"", ""color"": ""Noir"", ""stock"": 1}, {""size"": ""XS"", ""color"": ""Noir"", ""stock"": 1}]",{},{},adult,f,2025-04-18 14:08:44.254052+00,9,"",t,f,,OFFSTAMP/FORES,,,,,0
71,The Re-Run Neon,"Nous avons habillé notre modèle classique d'une tige métallique mate vintage, créant un look et une sensation à la fois sobres et uniques.",190.00,20,MERCER,,{},"[{""size"": ""EU 42"", ""color"": ""Silver Yellow"", ""stock"": 1}, {""size"": ""EU 43"", ""color"": ""Silver Yellow"", ""stock"": 2}, {""size"": ""EU 44"", ""color"": ""Silver Yellow"", ""stock"": 2}, {""size"": ""EU 45"", ""color"": ""Silver Yellow"", ""stock"": 1}]","{chaussures,sneakers,mercer,geneva}","{""Semelle extérieure : EVA + caoutchouc recyclé"",""Tige : cuir recyclé GRS, PU recyclé GRS et mesh recyclé GRS"",""Semelle intérieure recyclée et semelle de montage recyclée"",""Doublure en mesh recyclé""}",sneakers,f,2025-04-14 00:00:00+00,32,MERCER-GEN-7,t,t,,ME251007/261,,,,,0
80,The Re-Run Metallic - Femme,"Nous avons drapé notre classique dans une tige métallique mate vintage créant un look et une sensation discrets mais en même temps uniques.
",200.00,20,MERCER,"",{},"[{""size"": ""EU 36"", ""color"": ""Metallic Silver"", ""stock"": 1}, {""size"": ""EU 37"", ""color"": ""Metallic Silver"", ""stock"": 2}, {""size"": ""EU 38"", ""color"": ""Metallic Silver"", ""stock"": 3}, {""size"": ""EU 40"", ""color"": ""Metallic Silver"", ""stock"": 2}, {""size"": ""EU 41"", ""color"": ""Metallic Silver"", ""stock"": 1}, {""size"": ""EU 39"", ""color"": ""Metallic Silver"", ""stock"": 3}]","{chaussures,femme,mercer}","{""Semelle extérieure : EVA + caoutchouc recyclé"",""Tige : PU recyclé GRS et mesh recyclé GRS"",""Semelle intérieure recyclée et semelle de montage recyclée"",""Doublure en mesh recyclé""}",sneakers,f,2025-04-18 11:12:51.372675+00,32,WE251005/996,t,f,,WE251005/996,,,,,0
93,Sac Off-White,"",200.00,19,OFF-WHITE,"",{},"[{""size"": ""UNI"", ""color"": ""Transparent"", ""stock"": 1}]",{},{},adult,t,2025-04-18 14:12:13.708056+00,9,BACKPACK/TRANS UN,t,f,,BACKPACK/TRANS UN,,,,,0
100,Clay Sneakers,"La Clay Sneaker propose une version moderne des modèles classiques des années 1980. Réalisée à la main, elle affiche une silhouette basse, composée d'empiècements de cuir et de textile, ainsi qu'une semelle discrètement embossée d'un motif filet de tennis.",200.00,20,Axel Arigato,"",{},"[{""size"": ""EU 40"", ""color"": ""White Green"", ""stock"": 1}, {""size"": ""EU 41"", ""color"": ""White Green"", ""stock"": 1}, {""size"": ""EU 42"", ""color"": ""White Green"", ""stock"": 1}, {""size"": ""EU 43"", ""color"": ""White Green"", ""stock"": 1}, {""size"": ""EU 44"", ""color"": ""White Green"", ""stock"": 1}]",{},"{""Tige : 83 % cuir + 17 % textile"",""Doublure : 58 % textile + 34 % cuir + 8 % synthétique"",""Semelle : 77 % caoutchouc + 23 % EVA avec clip talon en polyuréthane thermoplastique ; hauteur talon de 40 mm / 1,57\"""",""Semelle intermédiaire en EVA pour plus de confort
Taille européenne"",""Côté creusé doré métallisé et logo sur la languette"",""Lacets plats en coton"",""Sac griffé en polyester recyclé"",""Emballage responsable
"",""Fabriqué au Vietnam
""}",sneakers,f,2025-04-20 15:46:13.364183+00,6,CLAY/WHGREEN,t,f,,CLAY/WHGREEN,,,,,0
56,Mercer P22,"La P22 vise à apporter la durabilité dans le trail running haute performance. Conçue pour offrir une chaussure de trail à la fois moelleuse et stable, avec une empreinte écologique réduite qui surpasse les grandes marques traditionnelles.",195.00,20,MERCER,,{},"[{""size"": ""40"", ""color"": ""Off White"", ""stock"": 1}, {""size"": ""41"", ""color"": ""Off White"", ""stock"": 2}, {""size"": ""42"", ""color"": ""Off White"", ""stock"": 3}, {""size"": ""43"", ""color"": ""Off White"", ""stock"": 4}, {""size"": ""44"", ""color"": ""Off White"", ""stock"": 3}, {""size"": ""45"", ""color"": ""Off White"", ""stock"": 2}, {""size"": ""46"", ""color"": ""Off White"", ""stock"": 1}]","{chaussures,sneakers,mercer,berlin}","{""Semelle extérieure : EVA + caoutchouc recyclé"",""Tige : cuir recyclé GRS, PU recyclé GRS et mesh recyclé GRS"",""Semelle intérieure recyclée et semelle de montage recyclée"",""Doublure en mesh recyclé""}",sneakers,f,2025-04-14 00:00:00+00,32,MERCER-BER-2,t,t,,ME243018/102,,,,,0
77,The Re-Run Vintage - Femme,Ce n'est pas pour rien qu'on l'appelle vintage ; la semelle jaunie crée un look et une ambiance qui s'accordent parfaitement avec notre marque. On dirait que vous les avez trouvées des années plus tard dans le placard de votre père.,200.00,20,MERCER,"",{},"[{""size"": ""EU 37"", ""color"": ""Crème"", ""stock"": 2}, {""size"": ""EU 38"", ""color"": ""Crème"", ""stock"": 3}, {""size"": ""EU 39"", ""color"": ""Crème"", ""stock"": 3}, {""size"": ""EU 40"", ""color"": ""Crème"", ""stock"": 2}, {""size"": ""EU 41"", ""color"": ""Crème"", ""stock"": 1}, {""size"": ""EU 36"", ""color"": ""Crème"", ""stock"": 1}]","{chaussures,femme,mercer}","{""Semelle extérieure : EVA + caoutchouc recyclé"",""Tige : PU recyclé GRS et mesh recyclé GRS"",""Semelle intérieure recyclée et semelle de montage recyclée"",""Doublure en mesh recyclé""}",sneakers,f,2025-04-18 10:52:04.839654+00,32,WE251001/101,t,f,,WE251001/101,,,,,0
101,Clean 90 Sneakers,"Fabriquée à la main en cuir certifié LWG, la Clean 90 Sneaker affiche un profil minimaliste et aérodynamique. Cette paire emblématique possède des semelles cupsole en caoutchouc partiellement recyclé, cousues et collées aux tiges pour plus de longévité. Des logos dorés discrets soulignent les côtés.",200.00,20,Axel Arigato,"",{},"[{""size"": ""EU 39"", ""color"": ""Noir"", ""stock"": 1}, {""size"": ""EU 40"", ""color"": ""Noir"", ""stock"": 1}, {""size"": ""EU 41"", ""color"": ""Noir"", ""stock"": 1}, {""size"": ""EU 42"", ""color"": ""Noir"", ""stock"": 1}, {""size"": ""EU 43"", ""color"": ""Noir"", ""stock"": 1}, {""size"": ""EU 44"", ""color"": ""Noir"", ""stock"": 1}]",{},"{""Fabriqué à la main au Portugal
"",""100 % cuir
"",""Doublure 100 % cuir"",""Semelles en gomme incorporant 20 % de caoutchouc recyclé"",""La semelle en caoutchouc mesure 3 cm / 1,18 pouce"",""La semelle a été cousue et collée pour plus de durabilité"",""La semelle amovible matelassée assure le confort au quotidien"",""Entièrement collé pour garantir le maintien de la forme originale"",""Lacets plats en coton"",""Logo doré"",""Avec sac de protection griffé en polyester recyclé
"",""Emballage responsable
""}",sneakers,f,2025-04-20 15:46:16.904895+00,6,CLEAN90/BLACK,t,f,,CLEAN90/BLACK,,,,,0
94,Sac Off-White,"",200.00,19,OFF-WHITE,"",{},"[{""size"": ""UNI"", ""color"": ""Noir"", ""stock"": 1}]",{},{},adult,t,2025-04-18 14:12:17.882078+00,9,HERITAGE/BLACK UN,t,f,,HERITAGE/BLACK UN,,,,,0
35,ASICS GEL-1130 BROWN,"Résultat d'une conception en constante évolution depuis des décennies, la GEL-1130 est un hommage à la neuvième version de la série GEL-1000. La chaussure de running stabilité de 2008 maintient parfaitement vos pieds où que votre esprit vous mène.

Ses matériaux classiques ont été réutilisés pour donner à cette chaussure rétro un look plus moderne.

De plus, cette chaussure rétro confortable a été repensée pour les rues de la ville, avec l'ajout de la technologie GEL dans le talon pour un confort durable.",0.00,20,ASICS,  ,{},"[{""size"": ""EU 42.5"", ""color"": ""Marron"", ""stock"": 1}, {""size"": ""EU 43.5"", ""color"": ""Marron"", ""stock"": 1}]","{asics,japanese,tiger,sportswear,heritage,running,comfort,quality,gel,sneakers,performance}","{""Chaussure ASICS avec technologie GEL™ signature de la marque"",""Conçue avec l'expertise running japonaise d'ASICS"",""Équilibre parfait entre performance technique et esthétique lifestyle"",""Amorti adapté pour un confort quotidien optimal"",""Construction durable fidèle à la réputation de qualité ASICS"",""Semelle en caoutchouc pour adhérence sur toutes les surfaces"",""Design intemporel inspiré de l'héritage sportif de la marque""}",sneakers,f,,37,AS001,t,f,  , gel1130_brown ,  ,,  ,,0
102,Clean 90 Sneakers,"Fabriquée à la main en cuir certifié LWG, la Clean 90 Sneaker affiche un profil minimaliste et aérodynamique. Cette paire emblématique possède des semelles cupsole en caoutchouc partiellement recyclé, cousues et collées aux tiges pour plus de longévité. Des logos dorés discrets soulignent les côtés.",200.00,20,Axel Arigato,"",{},"[{""size"": ""EU 39"", ""color"": ""Blanc"", ""stock"": 1}, {""size"": ""EU 40"", ""color"": ""Blanc"", ""stock"": 1}, {""size"": ""EU 41"", ""color"": ""Blanc"", ""stock"": 1}, {""size"": ""EU 42"", ""color"": ""Blanc"", ""stock"": 1}, {""size"": ""EU 43"", ""color"": ""Blanc"", ""stock"": 1}, {""size"": ""EU 44"", ""color"": ""Blanc"", ""stock"": 1}, {""size"": ""EU 45"", ""color"": ""Blanc"", ""stock"": 1}]",{},"{""Fabriqué à la main au Portugal
"",""100 % cuir
"",""Doublure 100 % cuir"",""Semelles en gomme incorporant 20 % de caoutchouc recyclé"",""La semelle en caoutchouc mesure 3 cm / 1,18 pouce"",""La semelle a été cousue et collée pour plus de durabilité"",""La semelle amovible matelassée assure le confort au quotidien"",""Entièrement collé pour garantir le maintien de la forme originale"",""Lacets plats en coton"",""Logo doré"",""Avec sac de protection griffé en polyester recyclé
"",""Emballage responsable
""}",sneakers,f,2025-04-20 15:46:20.655255+00,6,CLEAN90/WHITE,t,f,,CLEAN90/WHITE,,,,,0
95,Sac Off-White,"",200.00,19,OFF-WHITE,"",{},"[{""size"": ""UNI"", ""color"": ""Transparent"", ""stock"": 2}]",{},{},adult,t,2025-04-18 14:12:21.520995+00,9,TOTEHERI/TRANS UN,t,f,,TOTEHERI/TRANS UN,,,,,0
96,Valise Off White,"",200.00,19,OFF-WHITE,"",{},"[{""size"": ""UNI"", ""color"": ""Transparent"", ""stock"": 1}]",{},{},adulte,f,2025-04-18 14:13:55.260507+00,9,"",t,f,,ARROW/TRANS UN,,,,,0
73,Mercer P22,"The P22 aims to bring sustainability to high performance trail running. Engineered to create a plush and stabile trail running shoe with a sustainable footprint that beats the big box brands to a knock-out.

 

Engineered by Mercer in collaboration with VIBRAM, the P22 outsole offers the ultimate grip featuring a Vibram MegaGrip rubber outsole and a plush two-layer midsole made from sugarcane and bamboo powder.

 

The engineered mesh is Bluesign Recycled Plastic, solution-dyed and GRS certified. The lining is a ultra breathable Oeko-Tex 100 certified. The shoe is further filled with recycled memory foam that cradles the ankle for ultimate comfort. Created with a heel drop of 6mm, creating a shoe that is on the “natural” side.

 

The rear crash pad affords an incredibly soft and balanced ride from heel strike to forefoot transition.",200.00,20,MERCER,,{},"[{""size"": ""EU 40"", ""color"": ""White Blue"", ""stock"": 1}, {""size"": ""EU 41"", ""color"": ""White Blue"", ""stock"": 2}, {""size"": ""EU 42"", ""color"": ""White Blue"", ""stock"": 3}, {""size"": ""EU 43"", ""color"": ""White Blue"", ""stock"": 4}, {""size"": ""EU 44"", ""color"": ""White Blue"", ""stock"": 3}, {""size"": ""EU 45"", ""color"": ""White Blue"", ""stock"": 2}, {""size"": ""EU 46"", ""color"": ""White Blue"", ""stock"": 1}]","{chaussures,sneakers,mercer,istanbul}","{""Semelle extérieure : EVA + caoutchouc recyclé"",""Tige : cuir recyclé GRS, PU recyclé GRS et mesh recyclé GRS"",""Semelle intérieure recyclée et semelle de montage recyclée"",""Doublure en mesh recyclé""}",sneakers,f,2025-04-14 00:00:00+00,32,MERCER-IST-9,t,t,,ME251015/155,,,,,0
103,Dice Lo Sneakers,"La Dice Lo Sneaker mêle un style vintage et des détails contemporains pour une silhouette intemporelle et facile à porter. Réalisée à la main en daim haut de gamme, nubuck et cuir, elle présente une tige composée d'empiècements avec des perforations et un logo doré.",200.00,20,Axel Arigato,"",{},"[{""size"": ""EU 40"", ""color"": ""Bleu"", ""stock"": 1}, {""size"": ""EU 41"", ""color"": ""Bleu"", ""stock"": 1}, {""size"": ""EU 42"", ""color"": ""Bleu"", ""stock"": 1}, {""size"": ""EU 43"", ""color"": ""Bleu"", ""stock"": 1}, {""size"": ""EU 44"", ""color"": ""Bleu"", ""stock"": 1}]",{},"{""Tige : 65 % Daim + 24 % Nubuck + 11 % Cuir"",""Doublure : 85 % polyester recyclé + 7,5 % polyuréthane + 7,5 % polyamide"",""Semelle : 80 % caoutchouc + 20 % caoutchouc recyclé ; hauteur de 34 mm / 1,34\"""",""Taille européenne"",""Logo estampillé en métal doré"",""Étiquette griffée tissée sur la languette"",""Lacets plats en coton"",""Modèle fabriqué à la main au Portugal""}",sneakers,f,2025-04-20 15:46:24.133129+00,6,DICELO/BLUE,t,f,,DICELO/BLUE,,,,,0
